venue,innings,batting_team,bowling_team,bat1,bat2,bat3,bat4,bat5,bat6,bat7,bat8,bat9,bat10,bow1,bow2,bow3,bow4,bow5,bow6,runs_off_bat,extras,Total_score,player_dismissed
9,2,7,1,332,331,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,399,258.0,481.0,0.0,0.0,37,1,38,1
15,1,6,0,89,267,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,90,289.0,0.0,0.0,0.0,32,1,33,1
15,2,0,6,274,264,426.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,354,376,359.0,134.0,0.0,0.0,29,2,31,2
8,1,3,7,294,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,147,163.0,317.0,0.0,0.0,45,3,48,0
8,2,7,3,331,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,434,440.0,0.0,0.0,0.0,35,4,39,0
24,1,2,5,298,26,265.0,115.0,153.0,0.0,0.0,0.0,0.0,0.0,1,408,221.0,0.0,0.0,0.0,30,4,34,3
24,2,5,2,443,40,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,325.0,0.0,0.0,0.0,40,8,48,1
21,1,2,3,26,298,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,187,434.0,440.0,0.0,0.0,34,1,35,1
21,2,3,2,294,187,142.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,326,59,296.0,0.0,0.0,0.0,40,5,45,2
14,1,1,6,107,485,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,376,183.0,359.0,0.0,0.0,40,3,43,1
14,2,6,1,89,224,24.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,10,258,166.0,0.0,0.0,0.0,46,2,48,2
24,1,5,4,443,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,429,350.0,340.0,0.0,0.0,52,6,58,0
24,2,4,5,442,385,217.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,198.0,0.0,0.0,0.0,21,5,26,2
9,1,0,1,274,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,166,258.0,481.0,0.0,0.0,38,1,39,1
9,2,1,0,107,485,271.0,128.0,226.0,77.0,0.0,0.0,0.0,0.0,178,289,90.0,0.0,0.0,0.0,28,4,32,4
22,1,2,7,298,26,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,135,163.0,317.0,0.0,0.0,35,1,36,1
22,2,7,2,346,147,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,29,59.0,0.0,0.0,0.0,33,0,33,1
8,1,3,0,142,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,289,90.0,0.0,0.0,0.0,44,3,47,1
8,2,0,3,274,347,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,434,440.0,0.0,0.0,0.0,25,2,27,1
14,1,5,6,443,40,351.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,354,376,183.0,0.0,0.0,0.0,31,0,31,2
14,2,6,5,475,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,408,452.0,198.0,0.0,0.0,41,7,48,0
9,1,4,1,131,442,217.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,166,402,366.0,481.0,0.0,0.0,24,0,24,2
9,2,1,4,128,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,188,288.0,0.0,0.0,0.0,59,1,60,0
15,1,5,0,443,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,195,90.0,347.0,0.0,0.0,54,1,55,0
15,2,0,5,264,274,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,357,198.0,221.0,0.0,0.0,56,2,58,1
10,1,2,1,26,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,399,258.0,10.0,0.0,0.0,51,2,53,0
10,2,1,2,128,480,166.0,107.0,485.0,0.0,0.0,0.0,0.0,0.0,326,59,454.0,0.0,0.0,0.0,21,0,21,3
8,1,3,4,506,142,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,276,429.0,340.0,0.0,0.0,59,2,61,1
8,2,4,3,131,442,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,170,440.0,434.0,0.0,0.0,38,4,42,1
15,1,7,0,346,147,396.0,97.0,7.0,0.0,0.0,0.0,0.0,0.0,289,195,347.0,0.0,0.0,0.0,34,6,40,3
15,2,0,7,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,163,135.0,232.0,7.0,0.0,55,3,58,0
8,1,2,3,26,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,434,440.0,0.0,0.0,0.0,44,1,45,0
8,2,3,2,294,142,506.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,326,59,67.0,0.0,0.0,0.0,45,0,45,2
24,1,7,5,332,396,216.0,147.0,232.0,317.0,121.0,0.0,0.0,0.0,1,198,443.0,0.0,0.0,0.0,28,1,29,5
24,2,5,7,351,40,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,0.0,0.0,0.0,28,2,30,1
32,1,4,6,131,442,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,376,183.0,359.0,0.0,0.0,46,6,52,1
32,2,6,4,89,475,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,429,132.0,0.0,0.0,0.0,30,5,35,1
15,1,0,3,498,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,305,240.0,440.0,187.0,0.0,66,1,67,0
15,2,3,0,294,142,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,289,90.0,0.0,0.0,0.0,49,14,63,2
24,1,6,5,9,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,198,408.0,443.0,0.0,0.0,51,4,55,1
24,2,5,6,351,40,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,376,359.0,270.0,0.0,0.0,44,1,45,1
32,1,4,2,131,442,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,59,0.0,0.0,0.0,0.0,34,2,36,1
32,2,2,4,298,424,265.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,276,429,132.0,0.0,0.0,0.0,52,3,55,2
22,1,4,7,131,442,217.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,232,135,163.0,317.0,0.0,0.0,37,4,41,2
22,2,7,4,332,396,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,132,160.0,429.0,0.0,0.0,36,0,36,1
25,1,3,1,294,506,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,10,481.0,258.0,0.0,0.0,35,2,37,3
25,2,1,3,128,485,480.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,65,240,187.0,440.0,0.0,0.0,33,1,34,2
15,1,0,2,498,274,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,115,325.0,0.0,0.0,0.0,35,1,36,1
15,2,2,0,244,298,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,289,0.0,0.0,0.0,0.0,34,2,36,2
8,1,5,3,443,40,198.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,403,434,170.0,0.0,0.0,0.0,30,4,34,2
8,2,3,5,142,294,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,198,443.0,0.0,0.0,0.0,41,7,48,1
22,1,1,7,128,485,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,0.0,0.0,0.0,23,3,26,1
22,2,7,1,331,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,481,10.0,173.0,0.0,0.0,40,1,41,2
14,1,6,2,88,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,454,325.0,0.0,0.0,0.0,31,0,31,1
14,2,2,6,26,424,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,270,183.0,0.0,0.0,0.0,43,3,46,1
32,1,4,0,131,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,289,90.0,0.0,0.0,0.0,29,3,32,0
32,2,0,4,274,264,426.0,394.0,112.0,347.0,0.0,0.0,0.0,0.0,276,330,160.0,0.0,0.0,0.0,30,2,32,4
14,1,7,6,332,331,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,359,183.0,259.0,0.0,0.0,40,0,40,1
14,2,6,7,267,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,135,163.0,317.0,0.0,0.0,46,1,47,1
24,1,1,5,128,485,98.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,452,198,443.0,449.0,0.0,0.0,39,3,42,2
24,2,5,1,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,481,258.0,20.0,0.0,0.0,41,8,49,0
32,1,4,3,131,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,352,440.0,0.0,0.0,0.0,38,3,41,0
32,2,3,4,294,142,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,42,340.0,429.0,0.0,0.0,37,1,38,1
22,1,0,7,274,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,0.0,0.0,0.0,49,1,50,1
22,2,7,0,331,396,216.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,289,195,347.0,0.0,0.0,0.0,46,3,49,2
21,1,2,5,298,424,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,408,198.0,0.0,0.0,0.0,37,0,37,1
21,2,5,2,351,40,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,81,325.0,339.0,0.0,0.0,38,0,38,1
9,1,6,1,88,89,483.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,258,166,399.0,481.0,0.0,0.0,38,2,40,2
9,2,1,6,128,485,480.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,354,270,183.0,359.0,0.0,0.0,48,1,49,2
21,1,7,2,331,396,147.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,326,325,161.0,454.0,0.0,0.0,36,1,37,2
21,2,2,7,26,298,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,0.0,0.0,0.0,41,0,41,1
12,1,6,3,88,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434,240,440.0,0.0,0.0,0.0,21,1,22,1
12,2,3,6,294,187,142.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,354,8,183.0,359.0,0.0,0.0,29,2,31,2
24,1,0,5,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,198,443.0,0.0,0.0,0.0,33,4,37,0
24,2,5,0,351,40,198.0,450.0,443.0,0.0,0.0,0.0,0.0,0.0,289,195,0.0,0.0,0.0,0.0,24,0,24,3
9,1,1,2,128,366,485.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,326,325,161.0,0.0,0.0,0.0,39,1,40,2
9,2,2,1,26,298,244.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,166,10,173.0,366.0,481.0,0.0,54,2,56,3
32,1,7,4,331,396,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,132,160.0,429.0,0.0,0.0,48,4,52,1
32,2,4,7,131,442,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,0.0,0.0,0.0,38,1,39,1
15,1,0,1,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,399,10.0,481.0,173.0,0.0,45,2,47,0
15,2,1,0,485,173,480.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,289,195,0.0,0.0,0.0,0.0,48,1,49,2
32,1,4,5,149,45,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,198,443.0,0.0,0.0,0.0,46,3,49,1
32,2,5,4,351,198,40.0,450.0,443.0,0.0,0.0,0.0,0.0,0.0,276,132,0.0,0.0,0.0,0.0,27,2,29,4
21,1,6,2,88,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,325,296.0,277.0,0.0,0.0,57,1,58,0
21,2,2,6,298,424,153.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,354,376,270.0,359.0,0.0,0.0,40,1,41,2
22,1,7,5,331,396,147.0,97.0,71.0,0.0,0.0,0.0,0.0,0.0,76,198,443.0,343.0,0.0,0.0,18,3,21,3
22,2,5,7,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,232.0,0.0,0.0,0.0,31,2,33,0
10,1,2,4,26,298,59.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,318,350,132.0,368.0,0.0,0.0,34,1,35,2
10,2,4,2,149,45,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,326,59,454.0,0.0,0.0,0.0,48,3,51,2
14,1,6,0,483,89,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,90,195.0,112.0,0.0,0.0,72,4,76,1
14,2,0,6,274,264,426.0,112.0,295.0,0.0,0.0,0.0,0.0,0.0,354,512,183.0,359.0,376.0,0.0,55,1,56,3
22,1,3,7,294,142,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,53,317.0,0.0,0.0,0.0,26,7,33,1
22,2,7,3,331,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,336,440.0,0.0,0.0,0.0,43,2,45,0
9,1,0,4,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,288,160.0,429.0,0.0,0.0,46,1,47,0
9,2,4,0,131,45,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,178,0.0,0.0,0.0,0.0,53,3,56,1
9,1,7,5,331,396,147.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,490,198,443.0,0.0,0.0,0.0,27,0,27,2
9,2,5,7,351,40,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,0.0,0.0,0.0,44,0,44,1
8,1,5,4,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,350,340.0,0.0,0.0,0.0,41,1,42,0
8,2,4,5,131,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,198,443.0,0.0,0.0,0.0,44,1,45,0
8,1,4,0,131,217,45.0,368.0,50.0,0.0,0.0,0.0,0.0,0.0,289,178,0.0,0.0,0.0,0.0,32,2,34,3
8,2,0,4,274,264,426.0,394.0,112.0,0.0,0.0,0.0,0.0,0.0,429,276,340.0,350.0,0.0,0.0,31,4,35,4
27,1,3,4,142,187,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,429,91.0,340.0,0.0,0.0,28,3,31,1
27,2,4,3,274,45,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,258,440.0,457.0,0.0,0.0,32,0,32,1
26,1,1,6,267,264,217.0,285.0,197.0,0.0,0.0,0.0,0.0,0.0,268,178,488.0,0.0,0.0,0.0,29,1,30,3
26,2,6,1,331,316,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,305,497.0,402.0,0.0,0.0,49,1,50,1
27,1,0,2,131,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,325,276.0,240.0,0.0,0.0,60,10,70,0
27,2,2,0,88,485,149.0,46.0,106.0,0.0,0.0,0.0,0.0,0.0,10,289,347.0,0.0,0.0,0.0,61,3,64,3
27,1,7,5,36,107,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,233,198.0,0.0,0.0,0.0,33,8,41,1
27,2,5,7,39,450,40.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,135,63,163.0,0.0,0.0,0.0,27,3,30,2
7,1,4,6,274,45,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,178,488.0,0.0,0.0,0.0,41,8,49,1
7,2,6,4,316,331,483.0,511.0,24.0,0.0,0.0,0.0,0.0,0.0,512,160,429.0,0.0,0.0,0.0,30,0,30,3
7,1,3,1,187,284,142.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,305,318,183.0,0.0,0.0,0.0,21,10,31,2
7,2,1,3,264,267,217.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,359,258,457.0,0.0,0.0,0.0,46,3,49,2
26,1,5,2,39,40,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,276,325.0,240.0,0.0,0.0,52,2,54,1
26,2,2,5,88,485,498.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,233,132,198.0,343.0,0.0,0.0,35,4,39,2
27,1,0,1,131,70,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,305,402.0,183.0,0.0,0.0,32,2,34,1
27,2,1,0,267,264,217.0,285.0,197.0,0.0,0.0,0.0,0.0,0.0,165,79,289.0,0.0,0.0,0.0,24,0,24,3
26,1,2,7,88,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,63,166.0,232.0,0.0,0.0,42,1,43,0
26,2,7,2,36,396,107.0,224.0,503.0,0.0,0.0,0.0,0.0,0.0,454,276,240.0,350.0,0.0,0.0,41,4,45,3
7,1,0,5,131,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,472,198.0,0.0,0.0,0.0,50,1,51,1
7,2,5,0,39,40,450.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,79,165,347.0,0.0,0.0,0.0,37,1,38,2
26,1,3,6,187,142,284.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,268,178,488.0,0.0,0.0,0.0,41,1,42,2
26,2,6,3,331,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,258,440.0,0.0,0.0,0.0,47,2,49,0
7,1,7,1,396,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,305,497.0,183.0,0.0,0.0,51,4,55,0
7,2,1,7,346,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,135,503.0,232.0,0.0,0.0,41,3,44,0
7,1,4,0,274,45,91.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,165,79,347.0,289.0,0.0,0.0,31,0,31,2
7,2,0,4,131,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,512,429.0,91.0,0.0,0.0,49,2,51,0
27,1,6,5,331,508,483.0,511.0,24.0,404.0,178.0,0.0,0.0,0.0,449,472,233.0,443.0,0.0,0.0,20,2,22,5
27,2,5,6,40,222,450.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,268,354,0.0,0.0,0.0,0.0,33,3,36,2
27,1,2,3,88,485,498.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,481,258,187.0,440.0,0.0,0.0,47,4,51,2
27,2,3,2,284,187,142.0,87.0,386.0,0.0,0.0,0.0,0.0,0.0,454,276,240.0,0.0,0.0,0.0,23,1,24,3
26,1,4,1,368,45,91.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,402,305,197.0,497.0,0.0,0.0,33,4,37,2
26,2,1,4,346,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,340,512.0,160.0,0.0,0.0,23,8,31,0
26,1,7,0,36,396,107.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,79,165,289.0,347.0,0.0,0.0,30,7,37,2
26,2,0,7,131,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,63,232.0,0.0,0.0,0.0,44,3,47,0
7,1,6,2,89,331,483.0,508.0,511.0,24.0,0.0,0.0,0.0,0.0,149,454,276.0,0.0,0.0,0.0,44,0,44,4
7,2,2,6,88,485,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,178,488.0,22.0,0.0,0.0,31,2,33,2
27,1,5,3,40,222,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,258,440.0,0.0,0.0,0.0,40,5,45,1
27,2,3,5,142,294,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,233,198.0,170.0,443.0,0.0,29,4,33,1
7,1,7,4,36,396,224.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,512,429,340.0,0.0,0.0,0.0,40,4,44,2
7,2,4,7,78,368,91.0,50.0,213.0,0.0,0.0,0.0,0.0,0.0,135,63,232.0,121.0,0.0,0.0,30,2,32,3
12,1,0,3,131,70,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,440,339.0,0.0,0.0,0.0,43,0,43,1
12,2,3,0,386,142,187.0,284.0,457.0,414.0,0.0,0.0,0.0,0.0,79,165,289.0,347.0,360.0,0.0,37,2,39,4
32,1,2,4,88,485,498.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,512,188,91.0,429.0,0.0,0.0,32,4,36,2
32,2,4,2,78,98,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,454,240,276.0,0.0,0.0,0.0,46,3,49,2
9,1,1,5,346,264,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,233,132.0,443.0,198.0,343.0,46,0,46,1
9,2,5,1,40,222,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,305,497.0,183.0,0.0,0.0,35,3,38,1
14,1,7,6,36,396,224.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,268,22,488.0,159.0,0.0,0.0,44,3,47,2
14,2,6,7,89,331,483.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,135,63,163.0,0.0,0.0,0.0,34,2,36,2
23,1,5,3,40,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,481,457.0,440.0,0.0,0.0,48,2,50,0
23,2,3,5,386,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,472,343.0,198.0,0.0,0.0,50,0,50,0
9,1,1,0,346,264,230.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,79,165,289.0,0.0,0.0,0.0,41,5,46,2
9,2,0,1,131,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,497,183.0,402.0,0.0,0.0,45,4,49,0
32,1,4,6,78,98,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,22,159.0,488.0,0.0,0.0,40,10,50,1
32,2,6,4,89,331,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,188,160.0,429.0,0.0,0.0,61,3,64,1
9,1,1,3,346,264,230.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,414,187,481.0,457.0,440.0,0.0,29,0,29,2
9,2,3,1,386,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,497,250.0,399.0,0.0,0.0,41,11,52,0
1,1,2,0,485,298,149.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,79,165,289.0,0.0,0.0,0.0,34,4,38,2
1,2,0,2,131,70,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,276,256.0,0.0,0.0,0.0,45,1,46,1
23,1,7,5,396,36,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,132,443.0,198.0,0.0,0.0,48,2,50,1
23,2,5,7,40,450,222.0,443.0,449.0,0.0,0.0,0.0,0.0,0.0,63,135,232.0,0.0,0.0,0.0,35,2,37,3
14,1,2,6,485,298,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,178,488.0,159.0,0.0,0.0,53,11,64,1
14,2,6,2,89,331,483.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,454,276,240.0,0.0,0.0,0.0,34,0,34,3
9,1,1,7,346,230,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,63,232.0,270.0,0.0,0.0,50,2,52,1
9,2,7,1,36,396,107.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,305,399,169.0,357.0,250.0,0.0,33,11,44,2
32,1,4,0,248,98,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,165,0.0,0.0,0.0,0.0,40,2,42,1
32,2,0,4,131,70,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,429,188.0,0.0,0.0,0.0,36,2,38,1
1,1,2,3,485,298,498.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,187,258,481.0,0.0,0.0,0.0,46,3,49,2
1,2,3,2,386,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,276,46.0,0.0,0.0,0.0,52,3,55,0
14,1,6,5,483,89,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,443,198.0,343.0,0.0,0.0,31,0,31,1
14,2,5,6,40,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,268,22.0,488.0,0.0,0.0,43,2,45,0
22,1,7,4,36,396,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,188,160.0,429.0,340.0,0.0,40,3,43,1
22,2,4,7,248,98,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,63,166.0,0.0,0.0,0.0,38,0,38,1
12,1,5,0,55,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,165,289.0,347.0,0.0,0.0,36,6,42,0
12,2,0,5,131,70,426.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,55,198,343.0,221.0,0.0,0.0,46,2,48,2
14,1,6,1,89,331,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,305,399.0,357.0,0.0,0.0,34,0,34,1
14,2,1,6,264,346,267.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,259,268,42.0,507.0,0.0,0.0,39,7,46,2
22,1,7,2,36,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,276,0.0,0.0,0.0,0.0,49,6,55,0
22,2,2,7,485,498,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,135,270.0,232.0,0.0,0.0,85,1,86,1
1,1,4,3,248,98,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,258,481,457.0,440.0,0.0,0.0,31,6,37,2
1,2,3,4,386,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,188,160.0,340.0,0.0,0.0,42,3,45,0
23,1,5,1,40,222,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,357,399.0,402.0,0.0,0.0,48,4,52,1
23,2,1,5,230,267,217.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,132,73,198.0,221.0,0.0,0.0,31,3,34,2
12,1,0,6,131,70,115.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,259,268,488.0,42.0,0.0,0.0,38,1,39,2
12,2,6,0,89,331,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,347,393.0,0.0,0.0,0.0,17,0,17,1
22,1,7,3,36,396,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,481,440.0,0.0,0.0,0.0,36,5,41,2
22,2,3,7,386,142,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,135,232.0,121.0,0.0,0.0,30,0,30,1
23,1,4,5,274,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,132,198.0,221.0,0.0,0.0,40,2,42,0
23,2,5,4,222,480,443.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,188,211,340.0,213.0,0.0,0.0,44,3,47,3
9,1,1,2,264,230,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,74,46.0,0.0,0.0,0.0,51,4,55,1
9,2,2,1,485,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497,305,183.0,0.0,0.0,0.0,57,9,66,0
22,1,6,7,89,331,483.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,63,135,345.0,232.0,0.0,0.0,23,2,25,2
22,2,7,6,396,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,268,488.0,42.0,0.0,0.0,48,3,51,0
